>AA
1.909808  0.767473  0.587951  -0.038126  0.006261  0.046108
0.767473  3.395142  1.246764  0.001007  -0.067400  -0.158766
0.587951  1.246764  10.034796  -0.256673  -0.045858  -0.190200
-0.038126  0.001007  -0.256673  0.047905  0.001016  0.006916
0.006261  -0.067400  -0.045858  0.001016  0.023552  0.008949
0.046108  -0.158766  -0.190200  0.006916  0.008949  0.039108
-0.421210  -0.243381  3.296345  -2.847672  0.557357  35.767072
>AC
1.465942  0.092268  0.303901  -0.044196  0.002832  0.036697
0.092268  4.137157  3.113966  -0.020511  0.015574  -0.108394
0.303901  3.113966  11.245513  0.039361  0.090337  -0.196421
-0.044196  -0.020511  0.039361  0.045088  0.005395  0.005273
0.002832  0.015574  0.090337  0.005395  0.027158  0.009003
0.036697  -0.108394  -0.196421  0.005273  0.009003  0.041013
0.180167  -0.637215  3.337304  -0.720857  -0.949421  32.343254
>AG
1.603646  0.373555  0.387156  -0.057825  0.032175  0.074469
0.373555  2.718974  1.769267  -0.009138  -0.054144  -0.107446
0.387156  1.769267  9.674110  -0.238209  -0.052844  -0.213330
-0.057825  -0.009138  -0.238209  0.047849  0.002990  0.007669
0.032175  -0.054144  -0.052844  0.002990  0.023342  0.008309
0.074469  -0.107446  -0.213330  0.007669  0.008309  0.036130
-0.282752  -0.496277  3.332013  -2.436689  2.549561  33.742174
>AT
1.884020  -0.092656  0.017283  -0.002242  0.005461  -0.007813
-0.092656  5.017890  3.062850  -0.004414  -0.054271  -0.114154
0.017283  3.062850  11.217700  -0.013998  0.048572  -0.166342
-0.002242  -0.004414  -0.013998  0.045879  -0.000034  0.000243
0.005461  -0.054271  0.048572  -0.000034  0.030799  0.010452
-0.007813  -0.114154  -0.166342  0.000243  0.010452  0.047198
0.059253  -0.811075  3.268110  0.141143  -1.581970  30.777300
>CA
0.862973  0.079289  0.275618  -0.075563  0.000992  -0.022425
0.079289  2.794791  0.838478  -0.000650  0.018755  -0.115741
0.275618  0.838478  8.257256  0.016699  -0.102220  -0.230222
-0.075563  -0.000650  0.016699  0.029806  -0.000987  0.001238
0.000992  0.018755  -0.102220  -0.000987  0.018562  0.009086
-0.022425  -0.115741  -0.230222  0.001238  0.009086  0.026525
-0.376052  -0.014287  3.192833  -0.875295  6.747460  33.172648
>CC
1.494721  -0.241699  -0.641825  -0.140123  -0.032931  -0.032870
-0.241699  1.982274  1.761342  -0.001953  -0.004642  -0.102946
-0.641825  1.761342  10.484928  0.320933  -0.014399  -0.194649
-0.140123  -0.001953  0.320933  0.052792  0.002927  -0.000182
-0.032931  -0.004642  -0.014399  0.002927  0.021447  0.006995
-0.032870  -0.102946  -0.194649  -0.000182  0.006995  0.032895
0.201111  -0.454454  3.472527  -0.034466  3.667989  35.291107
>CG
1.166604  -0.115987  -0.024655  -0.119269  0.004394  0.001797
-0.115987  3.091091  0.721508  -0.007892  0.009712  -0.121076
-0.024655  0.721508  8.487534  -0.004504  -0.093466  -0.251863
-0.119269  -0.007892  -0.004504  0.032166  -0.000086  0.000971
0.004394  0.009712  -0.093466  -0.000086  0.018690  0.006968
0.001797  -0.121076  -0.251863  0.000971  0.006968  0.025302
0.108433  0.090676  3.154056  0.758888  6.300232  33.342442
>CT
1.603646  -0.373555  -0.387156  -0.057825  -0.032175  -0.074469
-0.373555  2.718974  1.769267  0.009138  -0.054144  -0.107446
-0.387156  1.769267  9.674110  0.238209  -0.052844  -0.213330
-0.057825  0.009138  0.238209  0.047849  -0.002990  -0.007669
-0.032175  -0.054144  -0.052844  -0.002990  0.023342  0.008309
-0.074469  -0.107446  -0.213330  -0.007669  0.008309  0.036130
0.282752  -0.496277  3.332013  2.436689  2.549561  33.742174
>GA
1.523367  0.622332  0.807347  -0.104327  0.020823  -0.019529
0.622332  2.660141  1.326061  0.014706  -0.033285  -0.137174
0.807347  1.326061  10.872390  -0.333001  -0.015770  -0.167815
-0.104327  0.014706  -0.333001  0.047686  -0.003844  0.000274
0.020823  -0.033285  -0.015770  -0.003844  0.023258  0.010049
-0.019529  -0.137174  -0.167815  0.000274  0.010049  0.034280
-0.517199  -0.012788  3.369067  -1.792635  1.432297  37.438919
>GC
1.890366  -0.115898  -0.020346  -0.125343  -0.002383  -0.001959
-0.115898  3.335610  2.861302  0.008998  0.045435  -0.104986
-0.020346  2.861302  11.808055  0.016199  0.121836  -0.228799
-0.125343  0.008998  0.016199  0.044537  0.000706  -0.000205
-0.002383  0.045435  0.121836  0.000706  0.027142  0.005901
-0.001959  -0.104986  -0.228799  -0.000205  0.005901  0.039038
0.034977  -0.477444  3.448846  -0.248074  -0.820703  35.760834
>GG
1.534393  0.268224  0.631650  -0.140877  0.033279  0.032972
0.268224  1.960227  1.796053  0.000906  -0.003597  -0.101824
0.631650  1.796053  10.429510  -0.318204  -0.015193  -0.195700
-0.140877  0.000906  -0.318204  0.052808  -0.003012  0.000145
0.033279  -0.003597  -0.015193  -0.003012  0.021652  0.006935
0.032972  -0.101824  -0.195700  0.000145  0.006935  0.032820
-0.202581  -0.467640  3.476555  0.024613  3.744372  35.221398
>GT
1.465942  -0.092268  -0.303901  -0.044196  -0.002832  -0.036697
-0.092268  4.137157  3.113966  0.020511  0.015574  -0.108394
-0.303901  3.113966  11.245513  -0.039361  0.090337  -0.196421
-0.044196  0.020511  -0.039361  0.045088  -0.005395  -0.005273
-0.002832  0.015574  0.090337  -0.005395  0.027158  0.009003
-0.036697  -0.108394  -0.196421  -0.005273  0.009003  0.041013
-0.180167  -0.637215  3.337304  0.720857  -0.949421  32.343254
>TA
0.525818  0.002051  -0.046225  -0.042806  0.003669  0.003329
0.002051  2.599169  0.843413  0.000764  0.021530  -0.134764
-0.046225  0.843413  8.123801  0.006412  -0.104889  -0.221536
-0.042806  0.000764  0.006412  0.026132  -0.000240  -0.000270
0.003669  0.021530  -0.104889  -0.000240  0.018278  0.012013
0.003329  -0.134764  -0.221536  -0.000270  0.012013  0.030838
-0.050098  0.078014  3.213835  0.043370  5.651145  34.788886
>TC
1.506760  -0.613876  -0.804981  -0.104388  -0.020161  0.017223
-0.613876  2.687174  1.317676  -0.016015  -0.033721  -0.138593
-0.804981  1.317676  10.926067  0.335873  -0.015055  -0.166015
-0.104388  -0.016015  0.335873  0.047943  0.003940  0.000001
-0.020161  -0.033721  -0.015055  0.003940  0.023126  0.009831
0.017223  -0.138593  -0.166015  0.000001  0.009831  0.034073
0.508803  -0.016647  3.370462  1.722705  1.361024  37.483478
>TG
0.870032  -0.077136  -0.282867  -0.075146  0.000817  0.022436
-0.077136  2.761090  0.829942  -0.000008  0.018761  -0.112940
-0.282867  0.829942  8.241020  -0.016879  -0.102159  -0.229835
-0.075146  -0.000008  -0.016879  0.029711  0.001064  -0.001117
0.000817  0.018761  -0.102159  0.001064  0.018604  0.009174
0.022436  -0.112940  -0.229835  -0.001117  0.009174  0.026259
0.386348  -0.022337  3.192590  0.811607  6.798300  33.134900
>TT
1.855709  -0.741696  -0.558963  -0.034468  -0.003401  -0.040433
-0.741696  3.366766  1.215014  -0.005173  -0.068876  -0.160412
-0.558963  1.215014  9.968840  0.250245  -0.044507  -0.190626
-0.034468  -0.005173  0.250245  0.047444  -0.001066  -0.006992
-0.003401  -0.068876  -0.044507  -0.001066  0.023357  0.008909
